gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ZNF525,19.02071131,2.580435771,0.432635127,5.96446199,2.45E-09,1.99E-08
LINC01562,0.487362769,-0.699647595,1.775679582,-0.394016804,0.693568633,0.779448979
LOC100128906,3.128533836,-0.784932726,0.567630435,-1.382823536,0.16671898,0.258669008
LOC100422622,9.918466521,6.21209026,0.919145383,6.758550254,1.39E-11,1.55E-10
INF2,6.91986344,-0.662226115,0.394522932,-1.678549106,0.093239953,0.159857053
GP1BB,6.914815702,0.815868157,0.484460149,1.684076922,0.092166804,0.158277889
C6orf47,2.320411086,-1.241916063,0.85673781,-1.449587084,0.1471737,0.233576213
MRPS18B,28.88356364,0.309329332,0.20102597,1.538753086,0.123864587,0.202305635
LINC00501,1.538192996,-1.325672512,0.843590309,-1.571464843,0.116074714,0.191703041
OR2T5,5.538423591,-0.671526407,0.613910219,-1.093851162,0.274020261,0.384926062
COX20,6.904737771,0.745176897,0.409776987,1.818493767,0.068988698,0.12433789
IBA57-DT,4.0024717,-0.621647414,0.635754202,-0.97781094,0.328167839,0.443241821
LINC02487,72.95036294,1.011244045,0.167985839,6.019817207,1.75E-09,1.44E-08
TCP10L3,0.522341107,1.654781786,1.382791769,1.196696294,0.231424952,0.337126743
LINC02901,3.486721869,2.266973332,0.717411755,3.159933352,0.001578052,0.004436972
C1orf53,342.5673296,-0.562021532,0.23954944,-2.346160905,0.018967917,0.040799088
LINC00272,13.78382087,-2.794248095,0.56582544,-4.938357131,7.88E-07,4.25E-06
TEDDM1,2.730200954,0.507996424,0.592240445,0.857753684,0.39102849,0.507980719
GJE1,76.58471336,-0.765403343,0.377110728,-2.029651467,0.042391979,0.082113454
ECT2L,54.79603102,-0.615405882,0.219258472,-2.806759876,0.005004253,0.012517153
PRDX6-AS1,0.809571027,0.473507075,0.952019612,0.497371135,0.618927357,0.716880173
NTMT2,1.87888124,-2.035494376,0.90519002,-2.248692907,0.024532041,0.051225646
OR6K3,0.611003213,-0.716987296,1.139974271,-0.62895042,0.529381516,0.63942644
OR10T1P,1.007976784,-1.289435851,0.939394769,-1.372624048,0.169869252,0.262707388
CENPW,3.685261792,-2.039486302,0.812658168,-2.50964844,0.012085141,0.027315062
FAM229B,10.43526762,-0.840776803,0.441235667,-1.905505076,0.056714448,0.105353154
SPRR2E,1.13384371,0.412069197,1.115406783,0.369434007,0.711804254,0.793952635
FAM24A,2.374227843,-0.445723914,0.716260677,-0.622292873,0.533749307,0.643285446
DDO,1.091001294,-2.164412547,1.118133072,-1.935737884,0.052899812,0.099238372
LINC00222,15.93343496,-0.132243465,0.315891821,-0.418635294,0.675482692,0.764665556
PLPP4,0.664158356,-1.237445718,1.18786932,-1.041735566,0.297534295,0.410099792
BVES-AS1,10.76673919,0.381518873,0.341998395,1.115557495,0.264611595,0.374607385
H3C15,47.85197906,-2.531608704,0.496663931,-5.097226808,3.45E-07,1.98E-06
HSD3B2,7.475262729,-2.245243147,0.660532594,-3.399140583,0.00067598,0.002069759
LINC02868,0.682072638,2.880817396,1.778200756,1.620074328,0.105216311,0.176768139
RBM20,456.8309518,2.847851599,0.395581571,7.199151337,6.06E-13,7.96E-12
ADD3-AS1,672.5309503,0.902548073,0.250991301,3.595933682,0.00032323,0.001056879
RIPPLY2,15.86862988,1.807554406,0.338429749,5.341003304,9.24E-08,5.84E-07
GDI1,135.3735456,0.348795926,0.165858998,2.102966562,0.035468693,0.070481044
SOX18,1.063009849,-2.292289201,1.107899949,-2.0690399,0.038542343,0.075732026
LIME1,48.69066852,-0.86013032,0.296425305,-2.901676432,0.003711717,0.009602299
SPATA42,263.1664705,0.788412247,0.225216261,3.500689706,0.000464056,0.001470121
OOEP,170.4532119,-0.090404583,0.14429582,-0.626522539,0.530972258,0.640898113
DPPA5,48.43955415,1.262049142,0.241153248,5.233390597,1.66E-07,1.01E-06
RTL8A,0.532047635,1.990461733,1.222578411,1.628085131,0.103506836,0.174419533
C1orf141,0.457427207,2.447002073,1.19702655,2.04423375,0.04093046,0.079742293
EFCAB7,8.494219893,4.20517078,0.786136569,5.349160625,8.84E-08,5.61E-07
DEFB110,943.3375917,-0.641676724,0.163010618,-3.936410589,8.27E-05,0.000306119
GLYATL3,0.810866449,-1.743985072,1.107016286,-1.575392425,0.115165892,0.190529929
LOC100133077,3.505518133,1.287402381,0.589606789,2.183493143,0.028999513,0.059208031
RHOXF2B,3.999980637,-0.714089749,0.531278157,-1.3440977,0.178916796,0.274128277
ARRDC1-AS1,24.22205884,0.314271931,0.278118287,1.129993765,0.258478852,0.367882674
ZYG11A,844.6242175,0.260700831,0.18294847,1.424995959,0.154158369,0.242555739
LINC01270,3.228451609,-0.875058632,0.63447774,-1.379179405,0.167839446,0.260242169
LCN8,5.841201746,0.588223484,0.45178927,1.301986398,0.192921036,0.290858901
GLT6D1,6.049198062,-1.914241178,0.552689894,-3.463499514,0.000533198,0.001669092
LIPN,5.992335255,1.700132309,0.655618789,2.593172036,0.009509519,0.022090038
LIPK,8.053366911,-0.854373182,0.431087549,-1.981901783,0.047490234,0.090527207
LIPJ,0.889423825,1.79835728,1.069559398,1.681400102,0.092685226,0.15905637
TRPC5OS,10.55803732,-0.919656061,0.404152403,-2.275517982,0.022874875,0.048124268
LRIT2,0.485439672,-1.485668901,1.275308988,-1.164948193,0.244039964,0.351709658
FOXO6,2.015482119,1.871809628,0.92437001,2.024957115,0.042871768,0.082929237
TCEAL5,0.695949213,-1.469605274,1.275482631,-1.152195442,0.24924077,0.357746967
SYS1,1.485402955,-2.464780005,1.485320806,-1.659426028,0.097029975,0.165193763
TCEAL6,6.905775504,-1.13018459,0.449409558,-2.514820992,0.011909283,0.026976916
CHIC1,2.797386252,2.048722352,0.681685283,3.005378588,0.002652505,0.007103479
NAP1L6P,1.898923136,-2.963107632,1.009274596,-2.935878545,0.003326045,0.008695801
C2orf72,104.0630947,0.766411085,0.186042688,4.119544241,3.80E-05,0.000150385
RUFY2,4.498036265,-0.767125358,0.565311894,-1.356994901,0.174782831,0.26906764
GGTA1,8.642932061,-1.469987025,0.461859471,-3.182758211,0.001458794,0.004126697
LINC00474,27.53561617,3.746939604,0.723111851,5.181687448,2.20E-07,1.30E-06
TIMM23B,4.28941689,-0.961791061,0.503801457,-1.909067646,0.056253366,0.104612342
TMEM273,44.85215419,-1.308433455,0.248068987,-5.274474128,1.33E-07,8.21E-07
LRRC37A5P,51.12659971,2.170039672,0.339517338,6.39154303,1.64E-10,1.59E-09
NPY4R,1.233264245,-1.076266931,0.872416695,-1.233661548,0.217329048,0.320115146
GPRIN2,5.452559131,4.830679127,0.944425001,5.114942026,3.14E-07,1.82E-06
SYT15,4.472521391,-3.437222477,0.805607333,-4.266622629,1.98E-05,8.32E-05
PTPN20,57.89094711,0.493112636,0.181107623,2.722760249,0.006473902,0.015726263
ZDBF2,7.916291454,0.380579249,0.495657926,0.767826417,0.442590318,0.559068024
GGNBP1,2.121054629,-0.489829523,0.688056528,-0.711903023,0.47652483,0.590454021
TXNDC8,18.17870074,-1.47454911,0.371232724,-3.972034289,7.13E-05,0.000267656
SMIM40,8.576035848,-1.553207871,0.838577353,-1.852193915,0.063997982,0.116705013
PFDN6,2.91037788,-1.350549496,0.619007241,-2.181799187,0.029124357,0.059419643
RXRB,3.020430515,0.310923336,0.683586424,0.454841297,0.649223418,0.743162675
OXLD1,0.824520404,0.809895273,1.164680494,0.695379786,0.486817325,0.600070122
OR13C3,2.937251051,-0.731232391,1.010723221,-0.723474414,0.469388468,0.583916386
COL11A2,15.83930473,0.663141404,0.464276418,1.428333161,0.153195987,0.241352384
LINC00587,2.239999566,0.246766631,0.623210626,0.395960243,0.692134358,0.778423048
HLA-DMA,28.3466217,-1.984918458,0.378306677,-5.246850186,1.55E-07,9.44E-07
PSMB8,18.15763205,-2.412757804,0.641432154,-3.761516769,0.000168886,0.000586312
TAP2,18.2783239,0.198852882,0.300628823,0.661456476,0.508319618,0.620089942
SPIN3,15.80054859,0.757264105,0.315264555,2.401995702,0.0163059,0.035710599
NBDY,1.326633829,-1.840743762,1.358653945,-1.354828998,0.175472046,0.269908104
LINC01993,0.626729742,0.839636663,1.317166502,0.637456739,0.523827381,0.634171413
TMEM235,1.476719665,-1.061733307,0.798490291,-1.329675913,0.183625074,0.279667909
LINC01973,23.98175668,-2.956674351,0.420101668,-7.037997171,1.95E-12,2.41E-11
BTNL2,19.17962527,-0.737671088,0.272031698,-2.711710042,0.006693712,0.016204559
TSBP1,9.297303472,-0.176552108,0.353290806,-0.499735924,0.617261034,0.715443501
PBX2,0.903773777,-2.063013629,1.477612613,-1.396180305,0.162660206,0.25348393
PJVK,7.101785559,0.179465057,0.429683979,0.417667555,0.676190197,0.765379277
FKBPL,7.563239839,0.719891195,0.369495054,1.948310775,0.051377789,0.096838736
MRPL38,459.4011826,-1.071225602,0.187615677,-5.70968067,1.13E-08,8.29E-08
SMIM5,3.963708515,-1.25603436,0.573950019,-2.188403727,0.028640207,0.058535016
ERICH2,108.756146,-2.629291924,0.508902966,-5.166587933,2.38E-07,1.41E-06
SP5,17.74467563,0.304253906,0.426968608,0.712590811,0.476099,0.590048941
STK19,8.829242905,-1.868551689,0.656194696,-2.847556829,0.004405623,0.011163182
CD300LD,19.58498779,5.661756847,0.761451559,7.435478703,1.04E-13,1.48E-12
BTBD17,0.441473702,-1.467829843,1.38315813,-1.061216221,0.288591649,0.400682578
SKIV2L,0.969788456,0.977298217,1.050771429,0.930076884,0.352331278,0.467883123
CFB,329.2919533,-0.760430019,0.166672823,-4.562411597,5.06E-06,2.37E-05
LINC02783,1263.502143,-0.298655219,0.150557674,-1.983659893,0.047293768,0.090178282
SPANXN5,0.449014332,-1.469927534,1.391255051,-1.056547851,0.290717991,0.403155751
ZBTB12,447.6230213,0.765451466,0.229113018,3.340933971,0.000834971,0.002502569
SDHD,1116.430186,0.876208752,0.205624191,4.261214347,2.03E-05,8.51E-05
XAGE1A,777.1777615,1.3437791,0.16163014,8.313914128,9.26E-17,1.75E-15
LAYN,1.355896399,1.625884337,0.898640345,1.809271469,0.070408839,0.126525525
XAGE1B,6.534351333,-0.866963252,0.506466245,-1.711788813,0.086935594,0.150796288
SNHG32,12.75655012,0.266676902,0.327263134,0.814869977,0.41514674,0.532466281
HSPA1B,4.737550635,0.662323376,0.532351551,1.244146609,0.21344561,0.315484398
HSPA1L,23.72064714,-2.286692168,0.422463659,-5.412754734,6.21E-08,4.05E-07
NOL4L-DT,27.43347169,1.853208487,0.349953692,5.295582041,1.19E-07,7.37E-07
VWA7,204.9781056,0.173313789,0.228347568,0.758991177,0.447857835,0.564140825
CASP12,3.493506036,-3.794110731,1.00383987,-3.779597566,0.000157082,0.000549164
MBD5,200.9157478,-3.950282962,1.44127261,-2.740829829,0.006128424,0.014992741
MPIG6B,63.15985695,-0.243822183,0.196207745,-1.242673591,0.21398814,0.316070376
LY6G6C,0.637327434,0.621164503,1.192956019,0.520693548,0.602580269,0.703250192
LY6G6F,3.034795859,2.75136533,0.960043917,2.865874448,0.004158591,0.010625403
ABHD16A,22.3362844,-0.34710589,0.383944843,-0.904051446,0.365968123,0.482154238
CSNK2B,11.26273794,-2.421389215,0.690353239,-3.50746412,0.000452399,0.001436411
APOM,4.292932979,-0.583097538,0.541144802,-1.077525898,0.281245387,0.392816826
TRIM51BP,1.097264954,-0.47892323,0.924284468,-0.518155661,0.604349667,0.704856044
LINC01854,35.46629752,-0.256832483,0.23054246,-1.114035489,0.265263962,0.375293694
PRRC2A,2.55925662,-0.516792131,0.9544675,-0.541445498,0.588200554,0.691241109
AIF1,8.444356208,-0.785565313,0.512376898,-1.533178633,0.125231847,0.204203669
NCR3,0.768863614,-2.435413378,1.51038027,-1.612450471,0.10686395,0.178984032
PRAMEF20,0.5820826,-0.766199727,1.477745755,-0.518492254,0.604114863,0.704673937
PRAMEF17,22.77461264,-0.656308626,0.273316353,-2.401278297,0.016337906,0.035763206
PRAMEF19,16.59910085,-1.637569376,0.637869413,-2.567248631,0.010250908,0.023630375
PRAMEF14,2.483201699,-2.979543245,1.135927146,-2.623005583,0.008715784,0.020478055
LST1,1.075652482,-1.135135744,1.046605916,-1.084587548,0.278104373,0.389421473
LTB,0.560847954,-2.655249226,1.203353325,-2.206541645,0.027346098,0.056212124
PRAMEF15,6.002816337,0.626592273,0.466602546,1.342882242,0.179310107,0.274605643
PRAMEF9,48.13044155,0.12312237,0.175583868,0.701216869,0.483167684,0.596392079
PRAMEF7,3.105203252,-0.610098872,0.696995743,-0.875326539,0.381396258,0.497845494
MCCD1,0.44597147,-0.520745771,1.260323347,-0.413184261,0.679471618,0.767941806
ZNF814,389.0025438,-0.166794941,0.076646385,-2.176161881,0.029543158,0.060174536
MICB,33.54036609,-1.987425148,0.320344618,-6.204022289,5.50E-10,4.92E-09
AADACL4,3.977695331,-1.810872586,0.640076359,-2.829150865,0.004667169,0.011756932
HLA-C,0.459882269,1.062330612,1.138862954,0.93279934,0.350923582,0.466520918
POU5F1,16.47942832,-1.022370553,0.375448754,-2.723062849,0.006467975,0.015717548
CCHCR1,243.6670733,-0.343929424,0.163453656,-2.104140289,0.035366211,0.070301899
C6orf15,1.654751067,-1.100633654,0.943948645,-1.165988913,0.243618928,0.351215872
DEFB122,23.93755342,0.940288528,0.302043703,3.113087666,0.00185141,0.005128303
DHX16,0.758490531,-0.874591575,1.121967266,-0.779516125,0.435675743,0.552515214
C6orf136,0.73874399,-1.212300391,1.082384589,-1.120027394,0.262702088,0.372512449
PPP1R10,10.80609768,-0.387386235,0.358685508,-1.08001641,0.280134873,0.391645963
KRTAP5-11,8.091070532,0.788280467,0.483224861,1.631291205,0.102828888,0.173396721
KRTAP5-10,0.812198623,-1.748986312,1.109250156,-1.576728481,0.114858014,0.190190385
ABCF1,3.406166433,0.629959662,0.545925268,1.153930214,0.248528781,0.356953795
LRCOL1,5.371983593,1.975950912,0.509463101,3.87849661,0.000105104,0.000380464
LINC01123,8.084428764,0.28270732,0.463544422,0.60988183,0.54194009,0.650404651
HLA-E,38.76032249,-0.75345071,0.225841297,-3.336195455,0.000849334,0.002540629
TRIM39,7.382160242,-0.239368219,0.530977321,-0.45080686,0.652128757,0.745694333
ZNF616,232.3992194,0.47430304,0.266723423,1.778257918,0.075361505,0.134008143
HLA-J,640.3229024,2.189972187,0.200934035,10.8989609,1.17E-27,4.48E-26
DISP3,1.608315759,1.115518823,0.796222009,1.401014805,0.161209646,0.251602766
HCG9,0.725144041,-1.242886778,1.121563937,-1.108172915,0.267787146,0.378381926
HLA-G,264.8253033,-0.160387971,0.109339576,-1.466879395,0.142408867,0.22739726
TBC1D8,2.897403443,-0.52740779,0.689155166,-0.765296143,0.44409522,0.560389489
NMS,7.138285382,0.575743351,0.397476344,1.448497149,0.147478063,0.234003983
ZFP57,1.753316944,1.342032643,1.631112196,0.822771509,0.410637941,0.527887301
ASPDH,218.3848059,-1.011122434,0.159210176,-6.35086564,2.14E-10,2.03E-09
OR2H2,47.40857057,-3.684948538,1.11303819,-3.310711681,0.00093059,0.002755171
CST9LP2,6.092007224,-2.03328162,0.511977251,-3.971429626,7.14E-05,0.000268166
CST13P,5.22346651,0.208984042,0.482109476,0.433478396,0.664667258,0.756042829
AKT1S1,416.5458587,-0.885696632,0.176609412,-5.015002428,5.30E-07,2.95E-06
FAM153CP,21.67704663,1.16390287,0.565641428,2.057669069,0.039621911,0.077515305
GABBR1,27.19318953,-2.822305666,0.910026917,-3.101343063,0.00192645,0.005314248
OR10C1,21.95348649,0.55337641,0.470401181,1.176392476,0.239438077,0.346377316
OR12D2,0.54656586,-2.642995833,1.556121364,-1.698450965,0.08942268,0.154384241
OR2J3,896.2307131,0.302214056,0.190626721,1.5853709,0.112882089,0.187435361
OR2W1,8.356142866,-0.756728535,0.396245031,-1.909748956,0.056165544,0.104485175
TRIM27,602.0346164,0.234639077,0.158200142,1.48317868,0.138026944,0.221730892
CNN2P12,34.04269711,0.318208901,0.277257658,1.147701037,0.251092003,0.359797626
MALRD1,4.71069386,-0.373438972,0.502318186,-0.743431121,0.457220708,0.572861149
LINC01951,1.6658906,1.494111329,1.151875396,1.29711194,0.194592674,0.292902628
INSYN2B,3.47351029,-0.609229068,0.677300946,-0.899495375,0.368388858,0.48458552
FOXD4L5,4.120492004,2.741816769,0.776035671,3.533106621,0.000410707,0.001317419
ATXN2,9.360282947,-2.230951806,0.819125406,-2.723577843,0.006457899,0.015695902
DCTN1,15.84183414,-2.266324913,0.596903164,-3.796804994,0.000146573,0.00051531
SPATA31A1,2.585097715,2.418937109,0.841602099,2.874205175,0.004050457,0.01038664
PNMA8B,0.490388678,-1.603866133,1.454276401,-1.102861968,0.270087113,0.380654555
TCTN1,0.796591636,1.470232779,2.755344952,0.533593,0.593623152,0.695925138
FAM216A,0.451075359,-2.50522467,1.239807695,-2.020655848,0.043315403,0.083648904
IGFL2,10.00491472,1.055226154,0.440169011,2.397320412,0.016515475,0.036101909
NAT8B,5.54938452,0.967326998,0.618932851,1.562894904,0.118077316,0.194365417
LOC389602,245.2708832,-2.505294423,0.548002491,-4.571684367,4.84E-06,2.27E-05
KRTAP4-8,2.969734986,4.960321342,1.021428496,4.856259015,1.20E-06,6.26E-06
MZT1,0.842526587,-1.591880819,1.301965049,-1.22267554,0.221452269,0.325137035
PRR20B,14.54492434,0.308344895,0.290074042,1.06298686,0.28778791,0.399793864
FBXO48,10.52249365,-1.274744983,0.358480607,-3.555966368,0.000376592,0.001215167
LOC101927533,2.81850097,0.442100908,0.645607885,0.684782386,0.493481252,0.606448471
FAM221B,9.497953343,-0.775091629,0.819533035,-0.945772283,0.344264746,0.460035343
ATP6V0E2-AS1,1.499208131,2.848772371,1.466033229,1.943184039,0.051993926,0.097835371
CD177,2.978313146,-3.523891577,0.904151279,-3.897457937,9.72E-05,0.000354362
ZNF783,5.797655158,-0.371491049,0.517950367,-0.717232911,0.473230396,0.587716329
LRRC10B,1.026045205,-0.450398427,1.045893276,-0.430635169,0.666733665,0.757783909
FBXO47,1.096157924,1.176665433,1.223577448,0.961659955,0.336220444,0.451666494
C12orf73,36.61546513,0.86297993,0.286962578,3.007290836,0.002635874,0.007061758
BLACE,1.506215743,3.93697194,1.061695971,3.708191466,0.000208745,0.000710822
PCDHA8,281.334142,0.911291483,0.24194616,3.766505258,0.000165549,0.000575544
PCDHA7,3.439333369,0.23840852,0.508421854,0.46891871,0.639127742,0.734441104
PCDHA5,4.154659193,-1.073426594,0.699005598,-1.535648064,0.124624719,0.203386452
PCDHA4,1.033381764,1.152544752,1.134414138,1.015982359,0.309637787,0.423277171
PCDHA2,60.31681061,0.205949103,0.29813917,0.690781768,0.489702695,0.602880124
TRIM13,3.608495214,-3.63542158,1.423295107,-2.554228959,0.010642325,0.024432073
PRSS3P4,2.845935196,-0.380096148,0.776517775,-0.489488019,0.624496234,0.721837067
OR4D8P,896.6224058,0.119355949,0.128739859,0.927109519,0.353869674,0.469521755
SPIRE2,3.493559694,-0.998753416,0.728087275,-1.371749582,0.170141408,0.263054056
PABPN1L,317.9782689,1.009189206,0.139476105,7.235570614,4.64E-13,6.18E-12
OR5L2,48.10665197,-2.64353972,0.56972887,-4.639996078,3.48E-06,1.68E-05
GRM5P1,8.519167923,6.506093309,0.964295714,6.746989759,1.51E-11,1.68E-10
LOC400553,0.644658236,2.810231604,1.456399101,1.929575212,0.053659493,0.100406991
LINC01121,57.90548155,-2.094966485,0.567361934,-3.692469236,0.000222087,0.000751495
SLC35B4,63.79165413,0.423876196,0.324012131,1.308210881,0.190801793,0.288197357
FAM71F2,3.867817868,-1.05332264,0.600641725,-1.753662118,0.07948842,0.14010206
CCNI2,1.920507174,-1.28049966,0.869914586,-1.471983205,0.141025413,0.225657454
TMEM240,2.853446515,0.55262211,0.616819796,0.895921488,0.370294697,0.486568535
FRG2,94.72146505,-1.026342306,0.211919555,-4.843075028,1.28E-06,6.66E-06
FAM205A,0.564038775,-0.70728845,1.101785512,-0.641947496,0.520907274,0.631461143
ACCSL,13.63047191,1.430239506,0.318014303,4.497406223,6.88E-06,3.15E-05
C4orf47,0.605221145,-0.934429271,1.216406843,-0.768188108,0.442375437,0.558875325
ARID3C,11.66426598,-1.563673236,0.397849149,-3.930316904,8.48E-05,0.000313206
PSENEN,20.56805072,1.66565388,0.387651994,4.296776247,1.73E-05,7.34E-05
FABP9,178.5396533,-0.897948611,0.252381102,-3.557907485,0.000373821,0.001207314
SCGB2B2,30.91738199,0.441654907,0.217728953,2.028462002,0.042513118,0.082330296
PSMB10,0.904189567,-0.903128975,1.034833028,-0.872729175,0.382810711,0.499424975
VIT,0.464464863,-1.096833175,1.193015753,-0.919378619,0.357897569,0.473589998
SPDYE2,12.1165943,-0.855919443,0.309124724,-2.76884822,0.005625484,0.013905376
OR7E36P,2.236226757,-1.016109872,1.23817744,-0.820649641,0.411845863,0.529027705
DGAT2L7P,141.7358552,2.574727747,0.53394227,4.822108856,1.42E-06,7.35E-06
TMEM170B,36.44114476,-1.633831063,0.329194938,-4.963111143,6.94E-07,3.78E-06
CTXN3,5197.228856,0.432250747,0.208065231,2.07747707,0.037757549,0.074374872
LINC01602,0.851056087,0.607079702,1.32401794,0.4585132,0.646583782,0.740993286
SAP25,3.765997745,0.411268289,0.513805409,0.800435889,0.423458295,0.540567082
NT5M,3.765890788,-0.800456593,1.061527693,-0.754060961,0.450812617,0.566631041
SARNP,1031.161553,0.55001147,0.229915566,2.392232416,0.016746234,0.036558757
OR6C68,0.712711747,-0.597023999,1.066103432,-0.5600057,0.57547555,0.680452742
OR6C1,0.52070828,-2.519622684,1.580096971,-1.594600034,0.110801705,0.184605395
GOLGA2P1,60.28159636,-0.15320957,0.224913987,-0.681191828,0.495750118,0.608755353
LINC01460,0.47504007,1.261285639,1.223090911,1.031228037,0.302433896,0.415582724
ADGRG1,37.48505977,-3.437902613,1.147161205,-2.996878378,0.002727595,0.007277739
IPO7,0.753669158,-0.586774846,1.008191424,-0.582007377,0.560561712,0.667133229
TECPR1,40.32517704,0.396666176,0.327140487,1.212525483,0.225311294,0.329668194
MT1H,6.14164746,-0.70048901,0.612040728,-1.14451372,0.252410651,0.36123455
SLCO6A1,9.6586277,-1.567063229,0.521691189,-3.003813869,0.002666184,0.007135845
MT1A,0.802905085,-0.609472518,1.061547454,-0.574135914,0.565875832,0.671940045
INSYN1,89.79283249,-0.677556276,0.220642089,-3.070838749,0.002134584,0.005833907
MT1M,765.0302975,-0.350132208,0.193116278,-1.813064192,0.069821921,0.125632855
OR52E6,0.575428607,0.89507648,1.056273616,0.84739074,0.396777364,0.513519913
SAMD9,4.069383722,0.506753845,0.542334047,0.934394305,0.350100534,0.465772364
KRT81,1.835852567,0.912275653,0.735148031,1.240941436,0.214627384,0.316795536
EXOC3L4,7.857325394,-0.940136107,0.461491065,-2.037170766,0.041632932,0.080946565
ATP6AP1L,56.01725916,9.220765535,0.90875788,10.1465591,3.43E-24,1.07E-22
CCDC85C,0.754999307,0.909682664,1.075399288,0.845902237,0.397607284,0.514433497
OR52J3,11.58234007,1.426486409,0.497540774,2.867074385,0.004142856,0.01059124
OR51A2,5.964896838,3.667622715,0.788554228,4.651072284,3.30E-06,1.60E-05
OR51A4,25.89854202,-1.523477178,0.356426365,-4.274311128,1.92E-05,8.07E-05
C2CD4B,0.510396903,-1.294741644,1.415827227,-0.914477148,0.36046618,0.476144907
RGL3,8.606824198,-0.326863177,0.362237775,-0.90234426,0.366874021,0.482987263
NAP1L4,8.198381644,0.239698004,0.515217173,0.46523683,0.641761866,0.736535207
TMSB4X,1.371214694,-1.396079146,0.878403377,-1.58933718,0.111984289,0.186160199
CHKB-DT,11.30925753,-4.205928686,0.76018973,-5.532735471,3.15E-08,2.15E-07
SERF1B,3.296438643,-2.790276688,1.217284279,-2.292214511,0.021893268,0.046316593
DENND6B,42.52346874,-3.692521519,1.025022378,-3.602381369,0.000315315,0.001032884
EIF3CL,0.903072212,-1.052677335,1.216483867,-0.865344263,0.386849863,0.503740829
LOC107985433,4.313391041,-1.08481996,0.724724104,-1.496873023,0.134426301,0.216685006
LCMT1,2.080398003,-1.434680719,0.916714235,-1.565025026,0.117577042,0.193660543
LINC01310,1.632904811,0.762082901,0.849482239,0.897114579,0.36965778,0.485993013
LINC00898,111.4117512,-0.800286316,0.253521319,-3.156682519,0.00159575,0.004480637
LINC00583,706.6408886,-1.221478891,0.476805946,-2.561794584,0.010413289,0.023963583
MFSD2B,0.785448631,-0.571412049,1.136566827,-0.502752707,0.615138148,0.713783359
HTN3,0.53867103,-1.777743064,1.242000545,-1.431354496,0.152328643,0.240281737
LIN52,11.07489581,-0.718500903,0.456810726,-1.572863466,0.115750436,0.191320328
ACOT6,1.355470135,0.348425313,0.811888199,0.429154302,0.667810937,0.75875158
SMIM11,40.58263805,0.597007812,0.285441526,2.091524032,0.036481114,0.072220513
TECRL,1.251742061,2.071513896,0.998927615,2.073737742,0.038103674,0.075007188
LOC100129554,0.925476532,-0.798179194,0.974218632,-0.819301919,0.412614178,0.529794239
MBD3L4,0.543343843,-0.582693041,1.459510212,-0.399238755,0.689717289,0.776260502
ITSN1,23.03082218,-0.772760393,0.312291249,-2.474486224,0.013342797,0.02982403
PKD1P4,23.23651268,5.807149291,0.760404663,7.636919623,2.22E-14,3.39E-13
CRYZL1,0.458230636,2.195238757,2.345476309,0.935945824,0.349301082,0.464977482
CATSPER2P1,0.455545562,-1.274586375,1.783911765,-0.714489584,0.474924495,0.589030869
GAGE1,19.5328609,-0.652323014,0.397823208,-1.639730917,0.101061128,0.171010837
LINC01531,7.757633841,1.770797923,0.628341722,2.818208404,0.004829245,0.012126796
LOH12CR2,2549.950258,0.282393546,0.101533006,2.78129798,0.005414202,0.01342919
PLPP6,0.717848045,-1.487765397,1.149695723,-1.294051433,0.195647656,0.294292796
KLRC2,0.730203574,2.887746481,1.819974596,1.586696038,0.112581504,0.187014176
KLRC3,3.238900326,-1.717111271,0.731336729,-2.347907883,0.01887919,0.040634258
C16orf96,1.32985884,-0.873634481,0.800350581,-1.091564749,0.275024458,0.385913078
CLEC6A,4.691639668,-0.393064072,0.614886673,-0.639246366,0.522662673,0.632989485
OR7E91P,2.127983304,1.69101883,0.828850114,2.040198584,0.041330551,0.080440123
C22orf42,6.50543751,0.700976812,0.431859488,1.623159457,0.104555322,0.175877549
LRRC72,101.1586056,2.905780493,0.312104953,9.310267152,1.28E-20,3.17E-19
C1QTNF9B,2.198895074,0.48749633,0.690079722,0.7064348,0.479917786,0.593525568
FAM99A,1226.631184,1.607050472,0.283423662,5.670135172,1.43E-08,1.03E-07
KRTAP5-2,29.09784225,0.627015194,0.214406953,2.924416322,0.003451029,0.008988461
RPS3AP47,4.012177246,-1.237195157,0.52163087,-2.371782858,0.017702491,0.038415435
DEFB135,29.91780134,-0.816312667,0.248683223,-3.28254016,0.001028763,0.00301461
DEFB136,273.5197437,0.161002397,0.171829738,0.936987967,0.348764748,0.464551138
C1RL-AS1,15.53760083,0.835139927,0.364601522,2.290555242,0.02198915,0.046501135
OR7E136P,4.645728996,-1.18940374,0.613320015,-1.939287338,0.05246636,0.098586278
BHLHA9,2.306740817,0.494624834,0.664138709,0.744761338,0.456416011,0.572068648
DAZ4,0.470707735,-0.962177633,1.41787918,-0.678603401,0.497389187,0.610385726
PDPK2P,27.65318307,-2.58186682,0.449949972,-5.738119752,9.57E-09,7.10E-08
ONECUT3,2.549604708,4.237616416,1.111742324,3.811689386,0.00013802,0.000487534
CEMP1,27.68526404,-1.898782525,0.254042093,-7.474283101,7.76E-14,1.12E-12
OLIG2,13.71523568,-0.390411429,0.327272764,-1.192923679,0.232899265,0.338723608
USP17L6P,1.011500246,0.388305776,0.955721113,0.406296116,0.684525039,0.771770678
