"LCH05_TKR180801028_sc4" "LCH05_TKR180801028_sc8" "LCH05_TKR180801028_sc9" "LCH05_TKR180801028_sc19" "LCH05_TKR180801028_sc26" "LCH05_TKR180801028_sc38" "LCH05_TKR180801028_sc52" "LCH05_TKR180801028_sc54" "LCH05_TKR180801028_sc63" "LCH05_TKR180801028_sc70" "LCH05_TKR180801028_sc76" "LCH05_TKR180801028_sc85" "LCH04_TKR180801027_sc3" "LCH04_TKR180801027_sc5" "LCH04_TKR180801027_sc7" "LCH04_TKR180801027_sc9" "LCH04_TKR180801027_sc11" "LCH04_TKR180801027_sc15" "LCH04_TKR180801027_sc16" "LCH04_TKR180801027_sc21" "LCH04_TKR180801027_sc26" "LCH04_TKR180801027_sc31" "LCH04_TKR180801027_sc33" "LCH04_TKR180801027_sc35" "LCH04_TKR180801027_sc40" "LCH04_TKR180801027_sc41" "LCH04_TKR180801027_sc42" "LCH04_TKR180801027_sc50" "LCH04_TKR180801027_sc52" "LCH04_TKR180801027_sc63" "LCH04_TKR180801027_sc65" "LCH04_TKR180801027_sc67" "LCH04_TKR180801027_sc71" "LCH04_TKR180801027_sc79" "LCH04_TKR180801027_sc80" "LCH04_TKR180801027_sc82" "LCH04_TKR180801027_sc88"
"PPP1R12A" 6 0 23 18 0 1 1 3 8 0 2 5 0 0 3 2 0 0 0 0 1 0 8 1 12 0 0 0 5 0 1 3 0 0 0 0 4
"PPP1R12B" 1 0 0 0 27 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"PPP1R12C" 0 0 0 0 0 4 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"PPP1R13B" 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"PPP1R13L" 0 0 0 3 0 0 2 0 0 0 2 0 0 0 0 0 0 0 1 6 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"PPP1R14A" 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R14B" 0 0 0 43 0 0 0 0 0 0 0 4 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 13 2 1 1 0 0 0
"PPP1R14C" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R14D" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R15A" 242 3 204 0 76 139 0 200 82 1 10 19 4 14 21 117 33 28 85 29 35 5 23 3 9 61 6 42 71 41 13 133 58 0 0 5 72
"PPP1R15B" 44 0 0 0 42 0 0 11 11 0 4 1 0 0 0 5 0 8 34 0 3 1 9 0 0 1 0 0 0 8 1 1 4 2 0 0 1
"PPP1R16A" 6 0 0 47 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 2 0
"PPP1R16B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"PPP1R17" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R18" 29 1 0 0 15 7 0 3 1 0 2 3 0 0 1 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 3
"PPP1R1A" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R1B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R1C" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R2" 1 0 9 21 33 3 0 0 8 0 0 4 0 0 5 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 17 1 0 0 1
"PPP1R21" 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 22 0 0 0 0
"PPP1R26" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R26-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R27" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0
"PPP1R2P3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R2P9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R35" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"PPP1R36" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R37" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0
"PPP1R3A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R3B" 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R3C" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R3D" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R3E" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0
"PPP1R3F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R3G" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R42" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R7" 0 0 0 27 0 0 0 0 32 0 1 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 19 44 0 0 0 4
"PPP1R8" 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R9A" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP1R9B" 8 0 6 0 0 59 8 0 47 12 1 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 10 0 0 0 0 0 1 0 0 2 0
"PPP2CA" 8 0 0 4 2 46 0 32 4 0 0 2 0 2 0 1 4 0 0 0 0 4 0 0 0 0 7 0 13 4 0 3 8 1 0 0 0
"PPP2CB" 0 1 11 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0
"PPP2R1A" 0 0 0 0 0 0 0 51 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 19 15 0 0 13 0 0 0 1 0 10 0 1
"PPP2R1B" 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP2R2A" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 8 0 0 0 0 40 0 0 0 0 1 0 0 6 0 0 7 0 0 0 0 2
"PPP2R2B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP2R2B-IT1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP2R2C" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0
"PPP2R2D" 1 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
"PPP2R3A" 0 0 0 1 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"PPP2R3B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP2R3C" 0 1 0 0 0 0 0 0 0 24 1 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 13 72 0 0 0 0
"PPP2R4" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 7 0 0 0 0 0 0 6 0 0 18 0 0
"PPP2R5A" 13 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 0 0 0 0 0
"PPP2R5B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP2R5C" 15 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 1
"PPP2R5D" 0 0 0 0 12 34 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 14 0 0 0 0 0 0 0
"PPP2R5E" 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 7 0 0 0 8 0 0 0 0 0 0 0 3
"PPP3CA" 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"PPP3CB" 0 0 0 22 0 0 13 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 1 0
"PPP3CB-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP3CC" 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0
"PPP3R1" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"PPP3R2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP4C" 21 0 0 0 0 0 1 0 1 0 1 2 0 0 0 31 0 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2
"PPP4R1" 0 0 7 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP4R1-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP4R1L" 0 2 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP4R2" 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP4R4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP5C" 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP5D1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP6C" 7 0 0 0 1 0 0 21 0 0 0 5 4 0 1 0 0 0 0 0 0 0 0 0 11 47 0 0 7 0 0 0 0 0 0 0 0
"PPP6R1" 0 0 0 5 0 0 7 13 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 4
"PPP6R2" 0 0 6 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 11 0 0 0 0 0 0 0 36 0 0 0 0
"PPP6R3" 0 0 6 0 48 21 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 20 4 0 0 0 0 0 0 0
"PPRC1" 0 0 0 0 0 0 23 0 0 0 2 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPT1" 52 2 62 37 111 1 13 53 110 0 3 2 18 6 13 22 2 20 0 9 0 2 0 2 0 56 1 1 9 14 13 29 105 7 0 0 11
"PPT2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPT2-EGFL8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPTC7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 41 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0
"PPWD1" 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 5 0 0 0 0 0 0 3 0 0 2 5 0 0 5 0 0 0 3 2
"PPY" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPY2P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PQBP1" 26 0 0 0 5 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 39 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PQLC1" 24 0 0 28 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
"PQLC2" 0 0 0 36 0 0 26 0 0 0 1 2 0 0 0 6 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 1 0 0 0 0
"PQLC2L" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PQLC3" 0 0 0 0 0 0 0 0 0 0 1 0 3 5 5 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"PRAC1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAC2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRADC1" 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAF2" 0 0 0 26 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"PRAM1" 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAME" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF17" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF19" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF20" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF26" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAMEF9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRAP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRB1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRB2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRB3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRB4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRC1" 0 4 0 0 0 12 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 1
"PRC1-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRCAT47" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRCC" 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 69 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"PRCD" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRCP" 0 0 6 0 0 1 0 0 0 0 0 0 6 3 5 6 0 6 0 4 0 0 0 0 0 59 1 0 5 5 0 9 0 0 0 0 0
"PRDM1" 44 0 13 68 0 0 0 0 0 0 1 0 0 0 13 0 0 0 0 4 20 0 0 0 0 36 0 0 15 0 0 0 0 0 0 0 0
"PRDM10" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDM11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDM12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDM13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDM14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDM15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDM16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDM2" 0 0 2 0 0 52 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 0 0 0 8 0 0 0 0 0 0 0
"PRDM4" 0 0 0 0 21 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
"PRDM5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDM6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDM7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDM8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDM9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRDX1" 16 1 0 134 10 158 0 70 120 9 4 58 6 11 17 45 7 2 0 4 63 6 0 0 15 1 0 0 36 29 7 12 0 0 0 0 17
"PRDX2" 0 0 0 0 1 0 0 0 2 0 2 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 18
"PRDX3" 4 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 42 0 0 0 0 0 9 45 1 21 0 0
"PRDX4" 0 1 0 0 40 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 9 0 0 0 0 0 5
"PRDX5" 43 3 0 47 33 0 1 87 15 1 3 24 3 1 10 41 2 43 0 8 77 7 0 0 12 0 0 0 0 39 7 1 0 0 0 0 2
"PRDX6" 1 1 0 1 28 0 0 0 0 0 1 0 2 2 0 0 0 0 13 0 0 2 0 2 13 9 0 0 0 0 0 32 0 7 0 2 0
"PREB" 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 0 0 0 0 0 1 0 0 0 0 0
"PRELID1" 1 0 0 4 0 0 0 5 0 0 0 0 1 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
"PRELID2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRELP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PREP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PREPL" 0 0 0 0 7 0 0 6 0 0 1 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PREX1" 21 1 0 84 26 0 0 0 0 0 1 0 4 0 0 0 1 0 0 2 4 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0
"PREX2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRF1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2
"PRG1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRG2" 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRG3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRG4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"PRH1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
