"B3_TKR181100057_sc1" "B3_TKR181100057_sc2" "B3_TKR181100057_sc3" "B3_TKR181100057_sc4" "B3_TKR181100057_sc5" "B3_TKR181100057_sc6" "B3_TKR181100057_sc7" "B3_TKR181100057_sc9" "B3_TKR181100057_sc10" "B3_TKR181100057_sc11" "B3_TKR181100057_sc12" "B3_TKR181100057_sc13" "B3_TKR181100057_sc14" "B3_TKR181100057_sc15" "B3_TKR181100057_sc16" "B3_TKR181100057_sc17" "B3_TKR181100057_sc18" "B3_TKR181100057_sc20" "B3_TKR181100057_sc21" "B3_TKR181100057_sc24" "B3_TKR181100057_sc25" "B3_TKR181100057_sc26" "B3_TKR181100057_sc27" "B3_TKR181100057_sc28" "B3_TKR181100057_sc29" "B3_TKR181100057_sc30" "B3_TKR181100057_sc32" "B3_TKR181100057_sc33" "B3_TKR181100057_sc35" "B3_TKR181100057_sc36" "B3_TKR181100057_sc37" "B3_TKR181100057_sc38" "B3_TKR181100057_sc40" "B3_TKR181100057_sc41" "B3_TKR181100057_sc42" "B3_TKR181100057_sc43" "B3_TKR181100057_sc46" "B3_TKR181100057_sc47" "B3_TKR181100057_sc48" "YS8_TKR181100059_sc49" "YS8_TKR181100059_sc50" "YS8_TKR181100059_sc51" "YS8_TKR181100059_sc52" "YS8_TKR181100059_sc53" "YS8_TKR181100059_sc54" "YS8_TKR181100059_sc55" "YS8_TKR181100059_sc56" "YS8_TKR181100059_sc57" "YS8_TKR181100059_sc58" "YS8_TKR181100059_sc59" "YS8_TKR181100059_sc61" "YS8_TKR181100059_sc62" "YS8_TKR181100059_sc63" "YS8_TKR181100059_sc64" "YS8_TKR181100059_sc65" "YS8_TKR181100059_sc66" "YS8_TKR181100059_sc67" "YS8_TKR181100059_sc68" "YS8_TKR181100059_sc69" "YS8_TKR181100059_sc70" "YS8_TKR181100059_sc71" "YS8_TKR181100059_sc72" "YS8_TKR181100059_sc74" "YS8_TKR181100059_sc75" "YS8_TKR181100059_sc77" "YS8_TKR181100059_sc78" "YS8_TKR181100059_sc79" "YS8_TKR181100059_sc80" "YS8_TKR181100059_sc82" "YS8_TKR181100059_sc83" "YS8_TKR181100059_sc84" "YS8_TKR181100059_sc86" "YS8_TKR181100059_sc87" "YS8_TKR181100059_sc88" "YS8_TKR181100059_sc89" "YS8_TKR181100059_sc90" "YS8_TKR181100059_sc91" "YS8_TKR181100059_sc92" "YS8_TKR181100059_sc93" "YS8_TKR181100059_sc94" "YS8_TKR181100059_sc95" "YS8_TKR181100059_sc96" "H4_TKR181100060_sc49" "H4_TKR181100060_sc50" "H4_TKR181100060_sc51" "H4_TKR181100060_sc52" "H4_TKR181100060_sc53" "H4_TKR181100060_sc54" "H4_TKR181100060_sc55" "H4_TKR181100060_sc56" "H4_TKR181100060_sc57" "H4_TKR181100060_sc58" "H4_TKR181100060_sc59" "H4_TKR181100060_sc61" "H4_TKR181100060_sc62" "H4_TKR181100060_sc63" "H4_TKR181100060_sc64" "H4_TKR181100060_sc65" "H4_TKR181100060_sc66" "H4_TKR181100060_sc68" "H4_TKR181100060_sc69"
"ULBP3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ULK1" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 8 30 0 2 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ULK2" 0 0 0 0 0 1 0 0 0 2 0 0 0 7 0 0 0 1 0 1 0 0 0 0 5 0 0 0 0 3 0 0 0 3 0 1 0 0 0 0 0 8 0 0 0 29 0 0 12 0 1 0 0 0 9 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 15 0 0 0 0 0 0 40 0 0 1 0 5 0 0 0 0 0 0 0
"ULK3" 0 0 0 7 0 0 0 0 10 1 0 1 0 0 2 0 0 2 1 0 0 30 0 0 3 0 1 0 0 0 0 0 1 9 6 0 0 1 4 0 0 1 0 0 1 7 0 0 0 0 1 0 2 1 1 17 0 1 2 6 0 4 24 0 14 0 0 15 0 0 0 0 0 0 0 0 0 0 1 0 3 28 1 0 0 0 3 0 0 1 33 16 0 0 31 18 0 0 0 0 0
"ULK4" 0 0 0 0 0 2 0 0 1 0 9 14 0 0 5 8 0 0 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ULK4P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ULK4P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ULK4P3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UMAD1" 1 0 0 0 0 0 0 0 0 4 0 0 0 0 9 0 3 0 2 0 0 0 3 0 7 0 8 0 0 0 0 1 0 8 1 0 0 0 0 7 0 1 0 0 0 0 0 0 0 2 0 1 1 0 1 0 0 0 5 0 0 0 0 0 0 0 0 0 0 1 11 5 0 1 0 0 0 0 0 6 0 2 0 0 0 0 0 38 0 4 0 1 7 0 0 0 0 1 0 0 0
"UMOD" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UMODL1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UMODL1-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UMPS" 9 3 0 0 0 0 0 0 0 3 0 15 1 20 2 5 1 7 1 0 0 0 4 7 12 0 3 0 0 8 0 0 25 10 20 1 0 0 7 1 0 0 5 0 0 10 0 0 7 10 0 0 1 6 0 16 0 0 6 12 0 6 0 0 17 1 0 0 0 9 0 8 0 1 0 7 0 12 0 0 3 0 1 57 1 11 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0
"UNC119" 0 0 0 0 0 0 0 0 14 0 3 0 8 23 13 0 0 5 0 0 0 0 0 0 10 16 0 0 0 0 0 1 0 0 1 4 0 0 1 0 0 0 0 0 0 0 0 0 0 13 13 13 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 17 0 0 61 1 0 0 1 0 0 0 0 0 0 0 10 0
"UNC119B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 1 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC13A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC13B" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 8 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC13C" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC13D" 0 0 0 0 1 0 1 1 0 2 1 1 0 0 20 30 14 5 0 9 0 0 0 1 18 0 0 20 0 0 0 4 0 3 0 0 0 0 1 0 0 9 0 0 1 0 0 26 0 2 0 0 33 0 2 14 34 28 5 0 7 4 0 0 0 0 0 0 8 11 3 0 0 0 0 1 1 0 0 0 0 4 26 19 2 68 13 34 0 0 39 0 0 0 0 0 3 0 0 0 0
"UNC45A" 2 0 0 0 1 3 0 0 26 5 2 0 0 1 16 0 11 0 0 12 1 0 1 3 41 1 0 0 0 1 0 1 1 24 7 1 0 3 0 0 0 15 0 0 0 63 0 0 2 0 0 38 2 0 0 10 0 0 0 24 0 0 0 0 0 0 0 0 0 14 0 15 0 0 6 0 0 0 0 0 8 0 0 2 1 0 0 0 0 0 0 0 0 22 0 0 7 0 0 0 0
"UNC45B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC50" 0 0 13 0 1 3 0 0 0 1 1 0 0 8 49 4 0 0 0 7 0 0 1 1 2 0 0 0 0 0 0 0 0 0 16 0 0 12 0 9 0 0 22 0 3 14 0 0 12 12 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 4 0 1 6 2 0 0 0 0 0 13 18 0 3 8 0 0 1 3 15 0 0 0 2 0 0 0
"UNC5A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC5B" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 1 0 0 0 0 0 3 0 0 0 8 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC5B-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC5C" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC5CL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC5D" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC79" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC80" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"UNC93A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNC93B1" 0 11 12 0 0 0 0 0 0 1 1 0 0 0 13 0 0 1 4 0 0 0 0 2 0 34 0 5 0 0 0 0 0 0 0 1 0 8 4 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 4 0 0 0 0 0 14 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 32 0 6 0 17 1 36 1 0 0 1 0 0 1
"UNCX" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNG" 0 0 0 0 0 0 0 0 6 2 3 1 0 9 2 1 4 17 2 4 0 13 5 1 13 21 4 0 7 0 0 6 0 32 10 0 0 0 0 7 0 76 0 8 0 50 8 0 86 4 1 0 11 2 12 5 1 1 20 24 0 58 0 0 2 0 4 0 0 0 7 5 0 0 20 0 2 0 7 4 13 0 0 128 0 0 1 138 1 3 0 0 2 18 6 0 0 0 0 15 0
"UNK" 0 0 0 1 0 2 2 2 4 0 5 0 0 0 0 1 13 0 0 1 0 0 0 0 0 0 5 2 0 0 0 0 0 0 1 1 0 0 23 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 35 0 0 0 0 0 10 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 6 0 0 0 0 0 10 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"UNKL" 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 16 0 0 0 0 0 0 0
"UNQ6494" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UOX" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UPB1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UPF1" 0 0 9 9 0 0 0 9 14 5 23 1 0 2 38 0 1 1 0 12 1 2 2 0 25 64 0 41 0 21 1 5 0 2 1 0 4 0 1 0 0 1 0 0 10 0 0 0 29 0 0 1 0 16 27 21 2 2 0 3 0 13 0 0 13 0 0 1 0 21 2 1 0 0 11 0 7 19 3 1 4 0 0 34 12 1 4 117 48 24 31 4 0 2 0 0 11 0 0 0 15
"UPF2" 0 28 2 0 6 4 0 7 31 11 16 14 6 26 29 8 21 10 5 25 0 21 20 2 24 47 21 1 0 29 0 16 0 12 10 0 3 0 10 6 49 55 40 11 0 66 4 0 24 18 41 35 22 13 20 7 25 66 0 9 0 17 11 2 64 8 0 0 2 29 9 11 1 9 0 11 8 56 6 10 5 6 153 2 49 181 0 173 0 12 41 9 1 83 0 0 28 62 0 1 11
"UPF3A" 14 0 0 6 2 2 3 9 47 1 9 9 0 45 5 22 0 0 2 0 1 1 0 2 3 0 2 13 3 0 12 0 5 30 0 3 0 0 0 21 28 29 0 1 16 31 5 6 55 3 0 41 17 0 10 6 20 0 22 9 20 22 0 1 9 0 0 6 3 13 16 6 0 0 0 7 8 3 3 12 5 5 35 146 1 0 21 28 0 6 13 0 0 50 0 39 0 12 0 1 0
"UPF3B" 0 0 0 21 1 1 0 12 0 4 17 0 0 15 0 2 0 4 7 0 0 19 11 0 2 49 1 4 0 0 3 1 0 0 12 2 0 8 53 15 0 24 0 12 38 1 0 0 24 7 31 44 33 7 1 35 5 5 12 5 7 0 0 0 12 0 1 0 0 18 16 8 0 1 8 7 17 45 9 0 6 11 29 9 1 0 0 56 0 2 62 0 0 0 0 0 25 0 0 30 0
"UPK1A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UPK1A-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UPK1B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UPK2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UPK3A" 0 0 0 0 3 0 0 0 0 1 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 3 0 0 0 0 0 0 0 0 0 0 0
"UPK3B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UPK3BL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UPP1" 1 0 0 0 0 0 0 6 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 1 0 8 0 12 0 0 0 0 0 26 0 0 0 1 0 0 0 3 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 3 0 1 73 0 0 1 0 6 0 0 0 0 0 1 0 1 0 0 1
"UPP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UPRT" 4 0 0 0 0 0 0 0 12 0 0 0 9 16 0 0 2 0 0 0 0 0 1 0 8 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 15 0 3 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"UQCC1" 0 0 4 0 0 2 0 0 1 9 5 0 7 0 0 0 0 2 6 0 0 0 9 1 23 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 14 32 0 1 0 0 0 69 8 1 0 7 14 0 1 10 0 0 14 0 0 0 1 18 0 0 0 0 1 0 0 0 0 0 5 0 9 0 0 1 4 23 0 5 2 0 0 0 1 4 0 0 34 0 1 1 0 0 60 0
"UQCC2" 8 13 0 1 3 6 0 2 91 11 13 1 0 20 5 11 7 7 15 10 1 33 11 5 46 76 0 17 6 1 5 3 0 126 4 17 1 1 1 4 4 2 29 9 11 0 2 0 37 27 10 12 35 1 1 1 0 10 15 9 0 11 0 12 19 0 0 0 0 8 12 0 0 0 0 22 2 2 1 0 0 9 25 152 1 0 0 84 2 7 135 0 15 0 5 2 1 18 0 1 10
"UQCC3" 0 0 0 6 3 2 0 7 43 3 21 0 0 18 26 9 1 1 0 0 0 0 0 11 17 1 3 11 0 9 0 0 0 65 0 0 0 0 24 9 66 0 2 0 47 1 3 0 26 12 35 0 34 1 16 29 15 1 1 44 0 27 15 6 13 1 0 0 0 0 4 0 0 0 1 0 1 54 0 20 0 1 57 1 4 0 0 116 3 0 24 0 2 95 0 0 0 1 0 3 0
"UQCR10" 24 89 37 35 13 25 10 145 277 65 110 81 10 203 176 29 76 71 17 105 44 116 75 21 296 227 61 275 50 16 1 14 32 450 146 41 4 16 85 100 150 273 93 21 121 162 20 59 202 123 74 41 128 16 109 262 158 11 76 205 1 50 99 67 117 30 12 64 6 51 79 4 5 14 92 43 41 136 7 65 29 67 111 451 690 328 55 680 649 81 121 164 21 122 45 1 61 104 26 39 12
"UQCR11" 22 69 37 28 3 19 4 85 314 41 178 68 43 158 211 60 84 102 33 87 97 160 57 62 424 274 43 229 80 40 3 12 1 218 204 33 9 73 157 114 27 195 91 42 218 223 13 9 330 114 115 124 184 15 111 195 105 5 34 156 18 52 47 14 154 6 31 6 11 100 44 63 5 5 105 29 101 102 11 34 21 43 220 687 674 520 18 617 696 34 70 276 35 348 27 107 58 171 2 102 17
"UQCRB" 21 20 3 9 15 11 7 27 74 25 41 61 11 119 23 60 50 31 19 38 99 97 84 20 223 94 53 142 68 9 2 4 36 256 117 12 13 60 23 28 93 101 23 53 28 72 26 3 65 35 40 81 132 47 54 233 35 7 57 38 12 7 19 10 46 8 15 23 3 26 44 41 4 2 20 30 33 40 8 13 29 25 180 357 237 242 19 327 198 91 102 93 15 255 100 54 54 32 23 99 6
