"B3_TKR181100057_sc1" "B3_TKR181100057_sc2" "B3_TKR181100057_sc3" "B3_TKR181100057_sc4" "B3_TKR181100057_sc5" "B3_TKR181100057_sc6" "B3_TKR181100057_sc7" "B3_TKR181100057_sc9" "B3_TKR181100057_sc10" "B3_TKR181100057_sc11" "B3_TKR181100057_sc12" "B3_TKR181100057_sc13" "B3_TKR181100057_sc14" "B3_TKR181100057_sc15" "B3_TKR181100057_sc16" "B3_TKR181100057_sc17" "B3_TKR181100057_sc18" "B3_TKR181100057_sc20" "B3_TKR181100057_sc21" "B3_TKR181100057_sc24" "B3_TKR181100057_sc25" "B3_TKR181100057_sc26" "B3_TKR181100057_sc27" "B3_TKR181100057_sc28" "B3_TKR181100057_sc29" "B3_TKR181100057_sc30" "B3_TKR181100057_sc32" "B3_TKR181100057_sc33" "B3_TKR181100057_sc35" "B3_TKR181100057_sc36" "B3_TKR181100057_sc37" "B3_TKR181100057_sc38" "B3_TKR181100057_sc40" "B3_TKR181100057_sc41" "B3_TKR181100057_sc42" "B3_TKR181100057_sc43" "B3_TKR181100057_sc46" "B3_TKR181100057_sc47" "B3_TKR181100057_sc48" "YS8_TKR181100059_sc49" "YS8_TKR181100059_sc50" "YS8_TKR181100059_sc51" "YS8_TKR181100059_sc52" "YS8_TKR181100059_sc53" "YS8_TKR181100059_sc54" "YS8_TKR181100059_sc55" "YS8_TKR181100059_sc56" "YS8_TKR181100059_sc57" "YS8_TKR181100059_sc58" "YS8_TKR181100059_sc59" "YS8_TKR181100059_sc61" "YS8_TKR181100059_sc62" "YS8_TKR181100059_sc63" "YS8_TKR181100059_sc64" "YS8_TKR181100059_sc65" "YS8_TKR181100059_sc66" "YS8_TKR181100059_sc67" "YS8_TKR181100059_sc68" "YS8_TKR181100059_sc69" "YS8_TKR181100059_sc70" "YS8_TKR181100059_sc71" "YS8_TKR181100059_sc72" "YS8_TKR181100059_sc74" "YS8_TKR181100059_sc75" "YS8_TKR181100059_sc77" "YS8_TKR181100059_sc78" "YS8_TKR181100059_sc79" "YS8_TKR181100059_sc80" "YS8_TKR181100059_sc82" "YS8_TKR181100059_sc83" "YS8_TKR181100059_sc84" "YS8_TKR181100059_sc86" "YS8_TKR181100059_sc87" "YS8_TKR181100059_sc88" "YS8_TKR181100059_sc89" "YS8_TKR181100059_sc90" "YS8_TKR181100059_sc91" "YS8_TKR181100059_sc92" "YS8_TKR181100059_sc93" "YS8_TKR181100059_sc94" "YS8_TKR181100059_sc95" "YS8_TKR181100059_sc96" "H4_TKR181100060_sc49" "H4_TKR181100060_sc50" "H4_TKR181100060_sc51" "H4_TKR181100060_sc52" "H4_TKR181100060_sc53" "H4_TKR181100060_sc54" "H4_TKR181100060_sc55" "H4_TKR181100060_sc56" "H4_TKR181100060_sc57" "H4_TKR181100060_sc58" "H4_TKR181100060_sc59" "H4_TKR181100060_sc61" "H4_TKR181100060_sc62" "H4_TKR181100060_sc63" "H4_TKR181100060_sc64" "H4_TKR181100060_sc65" "H4_TKR181100060_sc66" "H4_TKR181100060_sc68" "H4_TKR181100060_sc69"
"ABCA12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA13" 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA17P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA5" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 7 0 0 0 3 0 0 1 0 0 0 1 0 0 1 13 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0
"ABCA6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA7" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 1 0 0 0 33 23 0 0 0 0 0 1 17 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 21 0 3 0 0 0 0 0 0 0 0 2 0 1 0 0 1 0 1 0 9 0 0 0 0 0 0 0 0 0 0 15
"ABCA8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ABCA9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA9-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCB1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCB10" 0 0 0 0 1 0 0 0 9 1 10 0 0 7 0 0 2 0 0 0 0 0 2 6 0 38 0 0 0 0 1 0 0 0 23 1 0 0 0 1 2 0 34 0 0 10 0 0 1 8 0 17 4 0 0 2 0 0 7 7 0 0 0 0 12 0 0 0 0 0 0 1 0 1 0 0 0 1 4 0 0 0 0 0 1 0 0 2 16 7 0 1 2 0 16 0 31 0 0 1 0
"ABCB11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCB4" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCB5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCB6" 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCB7" 9 0 0 0 0 3 0 1 10 1 0 0 0 0 4 1 1 2 5 0 0 28 0 2 27 0 25 0 0 0 1 0 20 0 13 6 0 0 0 0 0 50 0 3 0 0 1 0 9 4 0 0 8 13 0 10 0 1 0 2 0 0 0 0 0 0 0 2 0 2 0 0 9 0 0 8 0 16 1 0 2 0 1 0 27 29 0 62 41 0 0 38 0 43 0 2 0 5 1 0 0
"ABCB8" 1 0 4 2 0 0 0 7 11 2 1 1 0 0 3 0 8 6 0 6 0 0 1 0 16 0 1 15 0 0 1 0 23 11 24 0 3 0 0 0 1 0 1 12 0 39 0 0 0 3 0 4 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 1 23 0 3 1 0 0 0 0 0 0 0 2 0 0 0 0
"ABCB9" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0
"ABCC1" 0 1 0 18 0 0 0 0 2 0 0 1 0 0 1 2 9 1 2 0 0 0 0 1 4 0 13 7 0 0 0 0 34 1 0 0 0 1 0 2 4 0 9 0 14 20 0 0 13 9 12 12 0 1 0 22 0 1 0 0 8 1 0 2 0 0 2 4 0 3 5 5 0 0 0 1 2 21 0 0 0 14 63 26 26 78 0 1 0 1 12 0 7 11 32 0 0 0 0 1 0
"ABCC10" 0 0 0 0 0 0 0 0 5 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 6 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"ABCC11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCC12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCC13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCC2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCC3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCC4" 0 0 6 0 0 0 0 9 1 0 0 0 0 11 5 12 10 1 0 0 0 0 0 0 18 0 30 0 8 0 0 0 58 0 33 2 0 16 1 0 1 10 13 0 9 1 0 68 1 10 0 0 19 0 3 2 10 0 28 5 0 6 0 0 5 0 0 0 7 27 0 12 1 0 0 0 4 18 0 0 0 3 18 52 55 2 18 34 97 2 79 0 3 11 30 47 99 0 16 19 0
"ABCC5" 0 0 10 2 0 0 0 6 10 0 0 0 13 0 30 0 0 2 0 0 0 0 0 5 14 38 0 1 0 0 1 21 0 0 3 2 0 0 0 8 0 0 0 0 0 63 3 0 0 0 1 24 0 1 1 1 1 9 0 10 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 10 0 3 1 0 3 4 1 0 0 0 0 0 21 0 3 0 15 0 1 4 0 0 0 0 0
"ABCC5-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCC6" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCC6P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCC6P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCC8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCC9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCD1" 0 12 0 11 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 7 5 0 0 0 1 1 0 0 0 0 0 1 5 1 0 0 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 1 0 1 0 0 11 0 0 0 0 0 0 0 0 0 0
"ABCD2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCD3" 0 0 2 0 0 0 0 5 0 1 0 0 0 0 9 0 0 0 0 0 0 1 0 0 0 0 0 0 7 0 0 0 0 0 13 0 0 0 0 9 0 8 0 0 0 69 0 0 0 1 1 11 17 3 0 13 11 0 0 4 0 0 0 0 10 0 2 0 1 0 0 0 1 1 1 3 0 8 0 0 0 0 33 0 0 0 0 29 0 2 14 0 0 0 0 0 0 0 0 0 0
"ABCD4" 0 0 5 0 1 2 0 13 23 7 0 1 0 0 30 0 0 0 0 7 0 0 0 0 13 0 0 3 1 0 1 0 0 0 1 0 0 0 12 6 0 3 0 2 0 28 3 0 0 0 6 0 2 1 2 5 17 0 0 2 7 0 0 0 1 0 10 1 0 0 1 0 0 0 7 0 2 11 0 0 0 2 0 9 29 0 0 0 30 0 0 0 0 2 0 0 9 19 0 0 0
"ABCE1" 0 0 0 0 1 1 0 3 1 5 11 0 5 9 5 0 9 11 0 6 0 0 0 13 68 58 13 14 6 0 0 0 0 1 54 4 0 0 0 15 0 37 24 5 41 71 2 0 12 14 0 23 34 28 0 23 15 0 1 14 1 12 0 10 20 0 17 5 0 18 5 14 2 2 5 6 17 45 0 0 8 20 39 24 0 74 0 143 40 17 12 0 0 33 1 0 2 24 2 5 0
"ABCF1" 0 20 15 13 9 3 1 27 49 15 6 1 0 11 80 1 27 9 4 6 1 1 7 8 22 57 12 32 17 0 0 30 0 119 54 15 0 25 34 35 33 60 0 0 7 103 0 0 28 14 8 33 24 5 13 54 36 3 12 18 0 47 0 12 24 0 0 0 0 9 1 32 0 0 40 0 27 49 2 0 13 14 68 4 37 208 0 255 64 0 106 17 33 38 1 72 1 70 1 1 0
"ABCF2" 0 0 8 0 0 2 0 18 8 3 6 1 0 0 5 0 2 1 0 5 3 1 27 2 10 5 0 0 16 0 0 0 37 1 2 1 0 0 0 1 2 0 2 10 9 1 3 0 44 12 0 23 1 16 0 18 4 24 9 9 0 4 0 11 11 0 0 0 0 1 3 1 0 1 2 1 3 13 0 0 3 0 69 23 26 116 0 15 0 0 39 0 0 0 1 0 0 0 0 6 0
"ABCF3" 5 0 0 0 0 3 0 0 28 0 3 1 0 4 15 1 0 12 4 0 0 0 1 4 11 0 12 0 0 0 0 0 0 2 2 0 0 0 2 17 0 0 8 0 16 43 9 13 0 15 16 4 22 4 2 0 25 0 0 6 0 0 0 0 17 5 0 0 0 10 4 0 0 0 0 7 0 6 0 1 6 3 2 0 0 35 0 191 0 0 0 0 0 0 0 0 1 0 0 1 0
"ABCG1" 0 0 0 8 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 3 0 0 0 1 0 6 0 0 0 27 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
"ABCG2" 1 11 7 12 0 0 0 0 31 1 0 0 11 1 49 0 20 0 7 15 0 0 0 7 34 75 1 21 0 11 5 1 1 0 10 10 5 0 13 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 163 2 0 2 49 5 1 1 0 0 0 0 1 0 0 0 0
"ABCG4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"ABCG5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCG8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABHD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABHD10" 0 0 3 10 1 2 0 2 11 1 2 1 1 1 0 0 2 0 0 6 0 24 14 1 30 1 10 0 0 0 0 0 0 0 0 0 0 0 19 0 13 4 0 0 3 3 0 1 30 5 0 2 28 2 8 7 0 1 12 5 1 6 0 1 5 0 0 0 0 30 1 1 0 0 0 4 0 0 1 1 2 10 0 176 33 0 0 40 0 1 0 0 0 47 0 1 0 0 0 60 0
"ABHD11" 10 0 0 0 0 0 0 0 6 13 1 0 1 1 0 0 6 3 0 0 0 0 0 0 5 30 0 0 0 0 0 0 0 0 0 8 2 0 9 0 0 1 0 0 0 1 0 0 0 0 0 0 41 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 18 4 60 0 0 1 0 2 0 0 0 0 0 0 0
"ABHD11-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABHD12" 0 0 0 0 0 0 0 7 18 0 0 0 0 0 7 0 0 22 2 7 0 25 0 0 1 0 0 0 0 0 0 0 0 1 25 5 0 0 2 17 0 24 0 0 1 0 1 0 17 0 0 1 37 0 15 2 0 1 0 10 0 0 1 1 1 6 13 11 0 5 0 7 0 0 0 25 5 0 0 0 0 0 0 8 180 0 0 3 1 0 34 0 0 0 0 0 0 5 0 0 0
"ABHD12B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABHD13" 1 0 1 0 1 0 0 0 0 0 0 9 0 9 0 0 0 1 0 0 0 0 1 1 1 0 7 13 0 0 0 0 9 1 1 0 0 0 0 0 0 1 22 0 0 0 1 0 18 3 14 15 6 3 0 1 0 0 0 12 8 0 0 0 11 9 0 3 0 13 0 1 0 0 1 1 0 10 0 0 0 3 0 1 3 2 0 24 33 0 0 0 0 3 29 0 1 0 0 41 0
"ABHD14A" 0 0 28 0 0 0 0 6 17 0 0 0 0 0 4 0 0 1 0 13 0 1 0 0 1 0 5 0 12 0 0 0 0 0 0 0 0 0 0 0 27 43 0 7 0 0 0 0 3 0 1 0 1 0 21 12 1 0 0 0 0 4 0 0 10 0 0 0 0 1 20 0 0 0 0 7 0 1 0 0 8 0 0 44 98 1 0 30 1 6 13 0 0 2 0 0 0 0 0 0 0
"ABHD14A-ACY1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABHD14B" 0 0 9 0 0 0 0 0 0 5 0 0 0 13 1 11 0 5 0 8 0 0 0 0 16 1 0 0 7 0 0 1 4 14 2 1 0 0 0 3 8 24 1 0 11 34 0 0 23 9 28 21 7 1 0 0 32 2 17 11 0 1 1 0 17 0 0 0 6 0 0 0 4 0 17 0 7 11 0 0 7 11 27 21 1 152 0 2 259 0 7 0 0 1 0 48 1 1 43 0 0
