"FL7_TKR181200323_sc49" "FL7_TKR181200323_sc50" "FL7_TKR181200323_sc51" "FL7_TKR181200323_sc52" "FL7_TKR181200323_sc53" "FL7_TKR181200323_sc54" "FL7_TKR181200323_sc55" "FL7_TKR181200323_sc56" "FL7_TKR181200323_sc57" "FL7_TKR181200323_sc58" "FL7_TKR181200323_sc59" "FL7_TKR181200323_sc60" "FL7_TKR181200323_sc61" "FL7_TKR181200323_sc62" "FL7_TKR181200323_sc63" "FL7_TKR181200323_sc64" "FL7_TKR181200323_sc65" "FL7_TKR181200323_sc66" "FL7_TKR181200323_sc67" "FL7_TKR181200323_sc68" "FL7_TKR181200323_sc69" "FL7_TKR181200323_sc70" "FL7_TKR181200323_sc71" "FL7_TKR181200323_sc72" "FL7_TKR181200323_sc73" "FL7_TKR181200323_sc74" "FL7_TKR181200323_sc75" "FL7_TKR181200323_sc76" "FL7_TKR181200323_sc77" "FL7_TKR181200323_sc78" "FL7_TKR181200323_sc79" "FL7_TKR181200323_sc80" "FL7_TKR181200323_sc81" "FL7_TKR181200323_sc82" "FL7_TKR181200323_sc83" "FL7_TKR181200323_sc84" "FL7_TKR181200323_sc86" "FL7_TKR181200323_sc87" "FL7_TKR181200323_sc88" "FL7_TKR181200323_sc89" "FL7_TKR181200323_sc90" "FL7_TKR181200323_sc91" "FL7_TKR181200323_sc92" "FL7_TKR181200323_sc93" "FL7_TKR181200323_sc94" "FL7_TKR181200323_sc95" "FL7_TKR181200323_sc96" "YS9_TKR181200321_sc1" "YS9_TKR181200321_sc2" "YS9_TKR181200321_sc3" "YS9_TKR181200321_sc4" "YS9_TKR181200321_sc7" "YS9_TKR181200321_sc8" "YS9_TKR181200321_sc9" "YS9_TKR181200321_sc10" "YS9_TKR181200321_sc11" "YS9_TKR181200321_sc12" "YS9_TKR181200321_sc13" "YS9_TKR181200321_sc14" "YS9_TKR181200321_sc15" "YS9_TKR181200321_sc16" "YS9_TKR181200321_sc17" "YS9_TKR181200321_sc19" "YS9_TKR181200321_sc20" "YS9_TKR181200321_sc21" "YS9_TKR181200321_sc22" "YS9_TKR181200321_sc24" "YS9_TKR181200321_sc25" "YS9_TKR181200321_sc26" "YS9_TKR181200321_sc27" "YS9_TKR181200321_sc28" "YS9_TKR181200321_sc29" "YS9_TKR181200321_sc30" "YS9_TKR181200321_sc32" "YS9_TKR181200321_sc33" "YS9_TKR181200321_sc36" "YS9_TKR181200321_sc37" "YS9_TKR181200321_sc38" "YS9_TKR181200321_sc39" "YS9_TKR181200321_sc40" "YS9_TKR181200321_sc41" "YS9_TKR181200321_sc42" "YS9_TKR181200321_sc44" "YS9_TKR181200321_sc45" "YS9_TKR181200321_sc47" "YS9_TKR181200321_sc48" "H6_TKR181200322_sc49" "H6_TKR181200322_sc50" "H6_TKR181200322_sc51" "H6_TKR181200322_sc52" "H6_TKR181200322_sc53" "H6_TKR181200322_sc54" "H6_TKR181200322_sc55" "H6_TKR181200322_sc56" "H6_TKR181200322_sc57" "H6_TKR181200322_sc58" "H6_TKR181200322_sc59" "H6_TKR181200322_sc60" "H6_TKR181200322_sc61" "H6_TKR181200322_sc62" "H6_TKR181200322_sc63" "H6_TKR181200322_sc64" "H6_TKR181200322_sc65" "H6_TKR181200322_sc66" "H6_TKR181200322_sc67" "H6_TKR181200322_sc68" "H6_TKR181200322_sc69" "H6_TKR181200322_sc70" "H6_TKR181200322_sc71" "H6_TKR181200322_sc72" "H6_TKR181200322_sc73" "H6_TKR181200322_sc74" "H6_TKR181200322_sc75" "H6_TKR181200322_sc76" "H6_TKR181200322_sc77" "H6_TKR181200322_sc78" "H6_TKR181200322_sc79" "H6_TKR181200322_sc80" "H6_TKR181200322_sc81" "H6_TKR181200322_sc82" "H6_TKR181200322_sc83" "H6_TKR181200322_sc84" "H6_TKR181200322_sc85" "H6_TKR181200322_sc86" "H6_TKR181200322_sc87" "H6_TKR181200322_sc88" "H6_TKR181200322_sc89" "H6_TKR181200322_sc90" "H6_TKR181200322_sc91" "H6_TKR181200322_sc92" "H6_TKR181200322_sc93" "H6_TKR181200322_sc94" "H6_TKR181200322_sc95" "H6_TKR181200322_sc96"
"EMC3" 75 45 12 8 0 0 0 5 0 47 3 0 21 14 44 71 10 0 38 1 0 24 37 17 1 1 0 0 0 0 51 0 0 0 13 5 2 0 0 0 12 0 18 0 1 3 12 2 0 2 0 0 0 1 0 0 3 5 5 1 0 3 26 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 2 0 0 10 8 12 9 0 5 32 3 0 0 0 0 0 0 1 0 11 11 39 133 0 17 0 26 81 9 96 84 12 0 68 1 0 9 1 0 35 1 9 30 0 0 27 0 1 0 13 0 75 1 8 2 57
"EMC3-AS1" 0 27 0 1 0 0 0 21 0 0 0 0 46 0 1 26 2 70 19 61 0 0 0 28 2 0 0 0 87 0 0 17 0 0 17 0 26 0 0 0 0 1 0 0 0 0 30 1 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 14 8 0 0 0 1 0 0 0 0 2 0 0 8 10 0 3 9 0 22 1 0 0 0 1 0 0 2 0 0 27 24 1 0 0 0 87 48 1 0 32 23 0 3 1 0 1 35 19 0 0 1 0 0 30 0 11 19 4 54 0 0 81 0 7 5 0
"EMC4" 1 21 13 31 0 1 0 1 0 10 1 30 28 0 40 0 29 0 55 0 5 25 27 10 1 0 0 1 5 7 0 0 0 0 13 10 14 0 1 0 4 8 20 3 1 14 1 0 4 0 2 0 2 0 3 0 4 17 4 13 0 9 5 0 2 10 0 5 2 0 0 7 1 3 0 5 8 17 0 0 15 0 9 3 0 0 63 6 8 0 0 0 0 0 0 0 0 0 23 38 36 0 9 26 25 90 15 5 78 9 2 0 0 1 26 0 1 65 2 0 14 1 0 50 0 1 0 5 0 0 0 5 10 1
"EMC6" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0
"EMC7" 30 4 11 0 0 1 0 0 1 19 6 6 1 15 20 4 16 1 25 33 8 18 29 0 2 2 0 0 0 0 0 41 0 0 0 0 0 0 6 14 29 0 0 0 0 14 43 2 12 1 13 1 1 0 0 0 5 20 0 5 0 16 17 0 0 5 1 10 0 0 2 11 0 3 1 0 0 1 2 0 0 1 1 4 1 1 28 22 4 2 1 0 0 0 1 12 0 34 1 21 95 0 0 0 85 0 10 1 0 0 1 0 3 2 109 9 0 0 3 3 14 6 1 5 10 0 0 29 0 23 0 18 4 10
"EMC8" 12 1 0 16 0 0 44 12 0 5 0 37 18 0 0 42 31 15 49 41 21 64 32 9 0 25 0 2 0 7 0 19 0 0 1 20 0 1 1 0 17 10 51 0 0 14 2 3 0 0 1 0 4 2 0 2 3 5 7 19 2 0 24 3 0 3 8 2 1 2 1 6 0 1 1 0 3 15 0 1 26 1 0 1 24 0 8 10 5 51 0 1 5 0 0 1 0 12 5 17 19 1 27 0 46 41 1 33 71 0 3 6 0 1 75 10 25 153 6 2 31 70 2 180 0 11 57 43 0 34 6 2 0 70
"EMC9" 0 4 5 0 0 0 0 0 0 10 0 0 77 1 0 68 8 0 54 9 0 0 0 1 0 0 8 1 0 0 0 0 0 0 0 15 38 0 1 0 0 0 31 0 0 2 0 4 0 0 0 0 0 0 0 0 5 0 8 3 0 0 0 1 0 0 7 9 0 1 0 0 0 0 0 0 3 0 0 0 0 8 0 0 5 42 0 3 0 3 0 0 0 0 0 0 0 0 10 66 10 10 11 0 26 24 0 0 0 7 0 0 0 0 27 0 0 51 2 0 0 33 0 83 0 0 0 3 0 0 0 7 1 0
"EMCN" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EMD" 0 0 0 5 0 0 0 0 4 0 0 0 9 0 5 1 10 3 0 0 0 0 0 0 0 0 0 0 0 3 19 26 0 0 1 23 0 0 1 0 2 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 3 2 0 0 0 0 1 0 0 2 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 1 0 6 0 2 0 24 0 3 0 0 7 9 2 0 2 0 1 1 28 3 1 0 3 0 11 0 0 0 0 0 0 0 0 33 0 0 57 0 0 0 0 0 1 3
"EME1" 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 6 8 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 5 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"EME2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EMG1" 16 29 18 14 0 0 0 0 0 75 0 1 0 51 3 0 90 41 13 14 6 51 1 33 0 0 0 0 24 0 0 59 0 0 31 42 59 0 6 1 72 1 57 0 0 29 34 4 6 0 2 0 3 0 2 0 0 37 0 22 0 31 7 0 3 3 2 10 0 1 0 6 0 3 0 3 7 10 7 0 6 12 0 14 0 1 78 0 11 0 20 21 10 0 4 0 0 31 80 0 59 0 0 1 0 0 21 189 0 0 1 23 0 3 8 17 0 66 3 4 4 23 3 79 0 6 0 25 0 68 5 28 7 31
"EMID1" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 21 0 0 0 0 0 0 0 0 1 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 3 0 1 2 0 0 0 0 0 0 0 0 0 6 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
"EMILIN1" 0 0 0 0 0 0 0 0 17 0 0 75 0 0 0 28 6 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 10 0 0 0 0 5 0 0 0 0 0 6 3 0 0 0 0 0 0 0 0 0 0 5 7 4 4 0 0 2 9 1 2 0 1 2 1 0 5 0 5 0 0 1 0 2 0 8 1 0 0 33 18 0 0 0 11 0 0 0 0 0 0 0 0 7 2 0 0 0 0 0 0 0 0 0 1 0 2 30 2 0 0 0 0 17 40 0 133 0 0 0 0 21 0 0 1 1 0
"EMILIN2" 45 20 4 0 0 37 0 0 0 2 1 0 1 14 24 0 22 6 21 103 3 0 32 11 2 0 0 1 36 7 0 0 1 2 1 0 0 0 0 7 3 0 11 0 1 8 1 0 0 0 0 0 1 0 0 0 0 0 0 3 2 0 18 0 1 0 2 0 0 0 0 1 0 1 0 5 3 0 0 0 0 0 0 0 0 0 0 1 1 79 0 9 0 0 0 0 8 0 37 1 42 39 0 0 0 30 0 93 0 0 1 0 2 0 0 0 0 0 3 4 36 0 0 0 0 0 9 0 2 4 3 0 14 3
"EMILIN3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EML1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EML2" 0 0 0 0 0 0 34 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"EML2-AS1" 0 0 0 2 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 55 0 0 0 0 0 0 0 2 0 0 0 0 0
"EML3" 1 7 8 0 0 0 0 3 8 0 0 0 0 4 0 13 7 0 47 0 0 0 0 0 2 0 0 0 0 0 0 75 0 10 7 0 0 5 10 0 8 5 0 7 0 4 1 0 0 0 1 2 0 0 0 0 0 0 16 5 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 4 0 0 16 0 3 6 7 0 10 14 4 16 0 14 0 0 0 0 0 0 34 1 20 3 0 0 48 0 0 0 30 0 0 0 0 0 0 8 0 0 0 0 25 11 0 0 0 2 0 0 0 7 0 1 0 52
"EML4" 0 1 22 2 0 13 0 0 8 132 3 2 26 3 81 45 93 5 93 16 0 39 116 61 0 39 1 2 42 0 0 37 0 4 23 0 39 7 1 103 18 36 51 0 0 17 12 0 10 0 0 0 1 0 0 0 19 7 25 11 0 5 31 1 4 24 3 24 18 6 2 13 1 3 0 4 3 63 3 4 0 22 3 0 9 72 66 0 1 49 7 0 24 0 0 38 0 33 11 23 108 24 15 30 42 108 7 56 44 36 4 0 15 1 36 0 54 258 20 0 0 58 1 112 12 4 1 65 1 18 0 1 17 3
"EML5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0
"EML6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EMP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EMP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EMP3" 38 131 10 72 6 0 132 14 3 15 11 6 67 2 126 0 60 192 244 123 56 16 146 93 2 7 0 6 98 31 79 1 27 1 12 0 200 8 15 53 5 31 232 3 38 12 67 4 0 5 2 0 7 1 0 0 0 0 4 1 0 0 1 2 4 0 3 28 0 0 0 14 1 0 0 5 6 0 2 5 0 10 9 0 3 33 107 0 24 47 39 66 31 2 0 128 7 119 33 148 171 23 2 10 22 211 0 64 110 28 7 1 28 5 77 27 410 235 21 3 120 43 3 136 5 0 42 96 0 233 4 3 14 22
"EMX1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EMX2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EMX2OS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EN1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EN2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENAH" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 1 1 0 12 0 1 0 0 0 0 0 0 0 0 0 0 3 0 6 16 2 0 5 0 0 0 0 1 0 1 3 0 0 0 21 0 0 9 8 0 0 0 3 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 26 9 0 0 0 0 106 0 0 0 0 0 23 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0
"ENAM" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENC1" 0 29 0 0 0 0 49 0 0 0 1 1 0 0 0 0 0 0 80 0 0 32 54 0 0 0 0 0 0 0 0 0 0 0 0 18 0 7 2 0 0 0 0 0 0 0 1 1 3 0 0 1 0 0 0 0 0 0 0 0 0 6 0 0 0 2 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 2 0 2 5 7 0 0 0 0 0 0 29
"ENDOD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"ENDOG" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENDOU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENDOV" 0 0 0 0 0 23 0 0 0 0 0 0 6 0 0 0 5 0 0 51 0 12 0 0 0 0 0 1 20 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 2 0 0 0 1 0 0 0 0 5 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 13 0 0 0 0 0 0 0 13 0 0 0 0 0 13 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENG" 9 68 43 11 0 0 0 0 1 0 0 37 18 83 50 0 0 0 2 1 4 0 0 11 0 56 1 1 60 0 0 0 2 4 2 0 26 0 7 0 0 0 0 0 1 3 12 4 4 0 6 0 0 9 2 0 0 0 11 1 0 0 0 0 0 1 1 0 0 0 1 0 3 4 4 0 1 0 0 0 4 0 0 0 0 0 0 26 0 0 0 38 0 4 0 80 0 1 48 43 8 0 0 0 0 2 6 39 0 0 1 12 0 1 0 0 0 0 0 3 3 0 0 0 0 0 73 14 0 35 1 18 0 21
"ENGASE" 18 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 14 0 45 30 0 0 0 23 0 0 0 0 1 6 39 56 0 0 2 0 0 0 0 0 9 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 6 1 1 23 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 8 0 0 0 0 12 1 1 0 0 0 25 0 0 0 1 5 3 0 1 5 0 0 0 1 6 0 1 0 1 13 15 0 34 0 0 0 0 0 0 0 0 0 24 0 37 0 0 0 1
"ENHO" 1 11 4 0 0 0 0 6 0 1 0 0 165 0 37 0 18 264 240 74 31 29 1 0 1 0 0 0 50 0 0 0 8 0 29 0 132 3 6 0 1 0 230 23 52 2 7 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 1 0 0 0 0 0 0 14 0 162 0 3 0 0 0 117 0 24 0 0 23 0 2 0 0 0 118 0 0 1 0 0 0 56 0 0 0 0 0 3 0 0 0 1 0 1
"ENKD1" 0 0 0 14 0 0 0 0 0 0 1 0 0 0 0 0 0 41 0 1 0 9 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 66 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 5 0 0 0 0 0 13 0 0 0 0 10 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 6 0
"ENKUR" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
