"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV_66052","Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria",NA,NA
"ASV_66053","Bacteria","Chloroflexi","Dehalococcoidia","FW22",NA,NA
"ASV_66054","Bacteria","CK-2C2-2",NA,NA,NA,NA
"ASV_66055","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4",NA
"ASV_66056","Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria",NA,NA
"ASV_66057","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA
"ASV_66058","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae",NA
"ASV_66059","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_66060","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV_66061","Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria",NA,NA
"ASV_66062","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae",NA
"ASV_66063","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Sulfuriferula"
"ASV_66064","Bacteria","Planctomycetota","Phycisphaerae","CCM11a",NA,NA
"ASV_66065","Bacteria","WPS-2",NA,NA,NA,NA
"ASV_66066","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV_66067","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae",NA
"ASV_66068","Bacteria","NB1-j",NA,NA,NA,NA
"ASV_66069","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"ASV_66070","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"ASV_66071","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV_66072","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium"
"ASV_66073","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"ASV_66074","Bacteria","Desulfobacterota",NA,NA,NA,NA
"ASV_66075","Bacteria","Firmicutes","Clostridia","Hungateiclostridiaceae",NA,NA
"ASV_66076","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylobacter"
"ASV_66077","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"ASV_66078","Bacteria","Armatimonadota",NA,NA,NA,NA
"ASV_66079","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ASV_66080","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV_66081","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV_66082","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae",NA
"ASV_66083","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_66084","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"ASV_66085","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"ASV_66086","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thioclava"
"ASV_66087","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales",NA,NA
"ASV_66088","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus"
"ASV_66089","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66090","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_66091","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"ASV_66092","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea"
"ASV_66093","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13",NA
"ASV_66094","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_66095","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"ASV_66096","Bacteria","Planctomycetota","Pla3 lineage",NA,NA,NA
"ASV_66097","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae",NA
"ASV_66098","Bacteria","Acidobacteriota","Acidobacteriae","GOUTB8",NA,NA
"ASV_66099","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2",NA,NA
"ASV_66100","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"ASV_66101","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_66102","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"ASV_66103","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1"
"ASV_66104","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV_66105","Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA
"ASV_66106","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV_66107","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_66108","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV_66109","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV_66110","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV_66111","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_66112","Bacteria","Sva0485",NA,NA,NA,NA
"ASV_66113","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA
"ASV_66114","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"ASV_66115","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_66116","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA
"ASV_66117","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV_66118","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peregrinibacteria",NA,NA
"ASV_66119","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV_66120","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"ASV_66121","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans"
"ASV_66122","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","LD-RB-34",NA
"ASV_66123","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"ASV_66124","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea"
"ASV_66125","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_66126","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Imperialibacter"
"ASV_66127","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV_66128","Bacteria","Firmicutes","Clostridia","Gracilibacteraceae",NA,NA
"ASV_66129","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter"
"ASV_66130","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_66131","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_66132","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae",NA
"ASV_66133","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_66134","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_66135","Bacteria","Gemmatimonadota","AKAU4049",NA,NA,NA
"ASV_66136","Bacteria","Acidobacteriota","Subgroup 21",NA,NA,NA
"ASV_66137","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis"
"ASV_66138","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_66139","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV_66140","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"ASV_66141","Bacteria","Planctomycetota","Planctomycetes",NA,NA,NA
"ASV_66142","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter"
"ASV_66143","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus"
"ASV_66144","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ASV_66145","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA
"ASV_66146","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_66147","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_66148","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_66149","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_66150","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA
"ASV_66151","Bacteria","Myxococcota","Polyangia",NA,NA,NA
"ASV_66152","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_66153","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_66154","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon"
"ASV_66155","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales",NA,NA
"ASV_66156","Bacteria","Chloroflexi",NA,NA,NA,NA
"ASV_66157","Bacteria","Planctomycetota","Pla3 lineage",NA,NA,NA
"ASV_66158","Bacteria","Elusimicrobiota","Elusimicrobia","FCPU453",NA,NA
"ASV_66159","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66160","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV_66161","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66162","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"ASV_66163","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66164","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV_66165","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66166","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group"
"ASV_66167","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","AKYG1722",NA
"ASV_66168","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV_66169","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ASV_66170","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66171","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV_66172","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",NA
"ASV_66173","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"ASV_66174","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"ASV_66175","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","FFCH7168"
"ASV_66176","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"ASV_66177","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","OLB13"
"ASV_66178","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia"
"ASV_66179","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_66180","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_66181","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_66182","Bacteria","Actinobacteriota","Actinobacteria","Euzebyales","Euzebyaceae",NA
"ASV_66183","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","AKYG1722",NA
"ASV_66184","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66185","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","AKYG1722",NA
"ASV_66186","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA
"ASV_66187","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV_66188","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA
"ASV_66189","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"ASV_66190","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae",NA
"ASV_66191","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA
"ASV_66192","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_66193","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_66194","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_66195","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781",NA
"ASV_66196","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA
"ASV_66197","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66198","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_66199","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter"
"ASV_66200","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter"
"ASV_66201","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781",NA
"ASV_66202","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV_66203","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66204","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV_66205","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"ASV_66206","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillales Incertae Sedis","Stella"
"ASV_66207","Bacteria","RCP2-54",NA,NA,NA,NA
"ASV_66208","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_66209","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae",NA
"ASV_66210","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter"
"ASV_66211","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_66212","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_66213","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA
"ASV_66214","Bacteria","Acidobacteriota","Subgroup 21",NA,NA,NA
"ASV_66215","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_66216","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
"ASV_66217","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_66218","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","Desulfurivibrio"
"ASV_66219","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera"
"ASV_66220","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV_66221","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_66222","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_66223","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_66224","Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis"
"ASV_66225","Bacteria","Planctomycetota","BD7-11",NA,NA,NA
"ASV_66226","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"ASV_66227","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_66228","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV_66229","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA
"ASV_66230","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_66231","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"ASV_66232","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea"
"ASV_66233","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus-Caldovatus"
"ASV_66234","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae","Desulfovirga"
"ASV_66235","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_66236","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV_66237","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_66238","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_66239","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA
"ASV_66240","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter"
"ASV_66241","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_66242","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV_66243","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_66244","Bacteria","Acidobacteriota","Subgroup 21",NA,NA,NA
"ASV_66245","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV_66246","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"ASV_66247","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Phytoactinopolyspora"
"ASV_66248","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA
"ASV_66249","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Jahnella"
"ASV_66250","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"ASV_66251","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055"
"ASV_66252","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","PMMR1"
"ASV_66253","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthya"
"ASV_66254","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsaceae",NA
"ASV_66255","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV_66256","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Rhodocytophaga"
"ASV_66257","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria",NA,NA
"ASV_66258","Bacteria","Patescibacteria","Microgenomatia","Candidatus Daviesbacteria",NA,NA
"ASV_66259","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA
"ASV_66260","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"ASV_66261","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Natrinema"
"ASV_66262","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopumilus"
"ASV_66263","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae",NA
"ASV_66264","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales",NA,NA
"ASV_66265","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_66266","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA
"ASV_66267","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_66268","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade"
"ASV_66269","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA
"ASV_66270","Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria Incertae Sedis","Unknown Family","CENA359"
"ASV_66271","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV_66272","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 15",NA,NA
"ASV_66273","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_66274","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_66275","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ASV_66276","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales",NA,NA
"ASV_66277","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae",NA
"ASV_66278","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"ASV_66279","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_66280","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_66281","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"ASV_66282","Bacteria","Chloroflexi","SHA-26",NA,NA,NA
"ASV_66283","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_66284","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_66285","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_66286","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_66287","Bacteria","Actinobacteriota","Actinobacteria","0319-7L14",NA,NA
"ASV_66288","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_66289","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_66290","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66291","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_66292","Bacteria","Acidobacteriota","Blastocatellia","11月24日",NA,NA
"ASV_66293","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","AKYG1722",NA
"ASV_66294","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales",NA,NA
"ASV_66295","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae",NA
"ASV_66296","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV_66297","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_66298","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae UCG-001"
"ASV_66299","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV_66300","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"ASV_66301","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV_66302","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA
"ASV_66303","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_66304","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV_66305","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans"
"ASV_66306","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium"
"ASV_66307","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV_66308","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea"
"ASV_66309","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia"
"ASV_66310","Bacteria","Desulfobacterota","Syntrophorhabdia","Syntrophorhabdales","Syntrophorhabdaceae","Syntrophorhabdus"
"ASV_66311","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV_66312","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41",NA,NA
"ASV_66313","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_66314","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17",NA
"ASV_66315","Bacteria","Zixibacteria",NA,NA,NA,NA
"ASV_66316","Bacteria","Myxococcota","Polyangia","Polyangiales",NA,NA
"ASV_66317","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA
"ASV_66318","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17",NA
"ASV_66319","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ASV_66320","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV_66321","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Denitratisoma"
"ASV_66322","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV_66323","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_66324","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
"ASV_66325","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Actinotalea"
